accounting_error,adverse_selection_cost,average_quoted_spread_ticks,external_cancel_count,external_event_count,external_limit_count,external_market_count,external_successful_cancel_count,external_trade_count,external_unfilled_market_quantity,fees,fill_count,fill_rate,final_inventory,final_pnl,final_wealth,inventory_mark_to_market,liquidation_count,liquidation_pnl,max_abs_inventory,max_drawdown,max_queue_ahead_at_entry,mean_abs_inventory,mean_queue_ahead_at_entry,quote_count,seed,spread_capture,strategy,terminal_liquidation_unfilled,time_at_inventory_limit
0.0,0.0,26.945,442.0,1000.0,525.0,33.0,439.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,24.0,0.0,avellaneda_stoikov,0.0,0.0
-3.492262035109661e-12,0.039999999999999994,2.8,430.0,993.0,511.0,52.0,430.0,96.0,14.0,0.06999999999999999,10.0,0.05,0.0,0.08999999999650754,100000.09,-0.4000000000000002,2.0,0.32,5.0,1.0749999999970896,7.0,3.870646766169154,1.2,200.0,25.0,0.24,naive_symmetric,0.0,0.0
-1.7462531420875393e-11,0.019999999999999997,2.935,414.0,979.0,514.0,51.0,414.0,103.0,67.0,0.13000000000000003,24.0,0.12,0.0,-0.0500000000174623,99999.94999999998,-0.18999999999999992,1.0,-0.3,6.0,0.6650000000081491,10.0,2.527363184079602,1.25,200.0,25.0,0.5700000000000002,inventory_skew,0.0,0.0
-1.3969991830009576e-11,0.0,26.605,445.0,1000.0,522.0,33.0,439.0,67.0,8.0,0.030000000000000002,3.0,0.015,0.0,-0.14000000001396984,99999.85999999999,-0.23999999999999985,2.0,0.0,3.0,0.8699999999953434,7.0,2.9303482587064678,2.3333333333333335,200.0,25.0,0.13,avellaneda_stoikov,0.0,0.0
3.143219018397758e-11,0.0,2.54,443.0,999.0,510.0,46.0,443.0,84.0,0.0,0.030000000000000002,4.0,0.02,0.0,-0.05999999996856786,99999.94000000003,-0.5,2.0,0.76,2.0,0.9950000000098953,2.0,0.9800995024875622,0.5,200.0,26.0,-0.29000000000000004,naive_symmetric,0.0,0.0
-1.6653345369377348e-16,-0.03,2.93,443.0,996.0,509.0,44.0,443.0,83.0,0.0,0.04,7.0,0.035,0.0,0.0,100000.0,0.22000000000000003,1.0,-0.43,2.0,0.4250000000029104,4.0,0.945273631840796,0.8571428571428571,200.0,26.0,0.2500000000000001,inventory_skew,0.0,0.0
0.0,0.0,29.98,438.0,1000.0,518.0,44.0,435.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,26.0,0.0,avellaneda_stoikov,0.0,0.0
2.6774582551070125e-11,-0.030000000000000013,2.679558011049724,403.0,942.0,491.0,48.0,401.0,96.0,10.0,0.15000000000000002,23.0,0.115,0.0,-0.4399999999732245,99999.56000000003,1.0800000000000007,2.0,-2.38,10.0,1.8000000000029104,9.0,6.482587064676617,1.6956521739130435,200.0,27.0,1.01,naive_symmetric,0.0,0.0945273631840796
7.56700258008891e-12,-0.039999999999999994,3.1658031088082903,420.0,966.0,494.0,52.0,419.0,103.0,10.0,0.12000000000000004,23.0,0.115,0.0,-0.319999999992433,99999.68000000001,0.6,1.0,-0.33,10.0,1.680000000007567,6.0,5.104477611940299,0.6521739130434783,200.0,27.0,-0.4699999999999999,inventory_skew,0.0,0.03482587064676617
-5.820899318109696e-13,0.01,26.415,429.0,996.0,518.0,49.0,420.0,94.0,14.0,0.02,4.0,0.02,0.0,0.13999999999941792,100000.14,-0.16,0.0,0.0,2.0,0.16000000000349246,9.0,0.11940298507462686,2.25,200.0,27.0,0.32,avellaneda_stoikov,0.0,0.0
-1.3970047341160807e-11,0.059999999999999935,2.5527638190954773,391.0,966.0,521.0,54.0,391.0,141.0,28.0,0.18000000000000008,33.0,0.165,0.0,0.6099999999860302,100000.60999999999,1.3000000000000005,2.0,-0.68,9.0,1.1699999999982538,8.0,4.1940298507462686,1.6666666666666667,200.0,28.0,0.16999999999999996,naive_symmetric,0.0,0.0
-5.819233983572758e-13,0.07999999999999999,2.95,428.0,995.0,521.0,46.0,428.0,97.0,8.0,0.05,8.0,0.04,0.0,-0.3600000000005821,99999.64,0.7299999999999998,1.0,-0.84,5.0,1.1150000000197906,10.0,3.6766169154228856,1.875,200.0,28.0,-0.19999999999999996,inventory_skew,0.0,0.0
-8.731362854952351e-12,0.019999999999999997,15.787878787878787,168.0,464.0,276.0,20.0,168.0,41.0,4.0,0.02,3.0,0.015,0.0,0.09999999999126885,100000.09999999999,-0.4999999999999998,1.0,0.14,2.0,0.5,1.0,1.7860696517412935,0.3333333333333333,200.0,28.0,0.48,avellaneda_stoikov,0.0,0.0
-2.4446666913036097e-11,0.01,2.76,431.0,996.0,516.0,49.0,431.0,95.0,24.0,0.06,7.0,0.035,0.0,-0.3700000000244472,99999.62999999998,-0.8300000000000005,2.0,0.44999999999999996,6.0,1.1150000000197906,11.0,4.616915422885572,2.2857142857142856,200.0,29.0,0.07,naive_symmetric,0.0,0.0
2.9110047705671604e-12,-0.07999999999999999,3.0,404.0,960.0,512.0,44.0,404.0,98.0,46.0,0.12000000000000002,21.0,0.105,0.0,-1.1999999999970896,99998.8,-0.8800000000000006,2.0,-0.12,10.0,1.8250000000116415,12.0,6.08955223880597,1.2857142857142858,200.0,29.0,-0.08000000000000002,inventory_skew,0.0,0.05472636815920398
0.0,0.0,27.035,440.0,1000.0,514.0,46.0,439.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,29.0,0.0,avellaneda_stoikov,0.0,0.0
-2.3285817718488033e-12,0.020000000000000004,2.535,430.0,991.0,510.0,51.0,429.0,88.0,35.0,0.07999999999999999,12.0,0.06,0.0,0.059999999997671694,100000.06,1.2700000000000005,1.0,-1.12,4.0,0.4499999999970896,6.0,3.4029850746268657,1.3333333333333333,200.0,30.0,-0.01000000000000002,naive_symmetric,0.0,0.0
1.3969492229648495e-11,0.020000000000000007,2.95,431.0,994.0,520.0,43.0,428.0,71.0,36.0,0.06,9.0,0.045,0.0,-0.10999999998603016,99999.89000000001,0.9400000000000004,1.0,-0.99,4.0,0.41499999999359716,4.0,2.81592039800995,0.6666666666666666,200.0,30.0,0.0,inventory_skew,0.0,0.0
-6.98485713712671e-12,0.02,23.4625,200.0,520.0,295.0,25.0,195.0,50.0,5.0,0.03,3.0,0.015,0.0,-0.07000000000698492,99999.93,-0.5800000000000001,1.0,0.09,3.0,0.6749999999883585,0.0,1.5572139303482586,0.0,200.0,30.0,0.45,avellaneda_stoikov,0.0,0.0
-1.8044343796930207e-11,0.030000000000000006,2.65,427.0,988.0,513.0,48.0,427.0,95.0,0.0,0.08,15.0,0.075,0.0,0.08999999998195563,100000.08999999998,0.16999999999999996,1.0,-0.19,2.0,0.22500000000582077,12.0,0.7213930348258707,3.3333333333333335,200.0,31.0,0.19,naive_symmetric,0.0,0.0
-7.566988702301103e-12,0.030000000000000002,2.785,423.0,986.0,511.0,52.0,423.0,103.0,0.0,0.06999999999999999,14.0,0.07,0.0,0.069999999992433,100000.06999999999,-2.42861286636753e-17,0.0,0.0,1.0,0.15999999998894054,12.0,0.40298507462686567,3.4285714285714284,200.0,31.0,0.14,inventory_skew,0.0,0.0
0.0,0.0,30.265,430.0,1000.0,523.0,47.0,428.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,31.0,0.0,avellaneda_stoikov,0.0,0.0
7.566974824513295e-12,0.0,2.585,435.0,999.0,521.0,43.0,435.0,90.0,0.0,0.03,4.0,0.02,0.0,-0.069999999992433,99999.93000000001,-0.16999999999999998,1.0,0.04,2.0,0.41999999999825377,11.0,1.8308457711442787,5.25,200.0,32.0,0.09000000000000001,naive_symmetric,0.0,0.0
6.402850472042587e-12,0.0,2.99,437.0,1000.0,524.0,39.0,437.0,75.0,0.0,0.02,3.0,0.015,0.0,-0.03999999999359716,99999.96,-0.09,1.0,0.03,2.0,0.3650000000052387,5.0,1.2189054726368158,2.0,200.0,32.0,0.039999999999999994,inventory_skew,0.0,0.0
1.2805659310721751e-11,-0.01,24.23,432.0,1002.0,529.0,41.0,432.0,76.0,3.0,0.01,1.0,0.005,0.0,-0.07999999998719431,99999.92000000001,-0.06999999999999998,1.0,-0.09,1.0,0.20999999999185093,0.0,0.9253731343283582,0.0,200.0,32.0,0.09,avellaneda_stoikov,0.0,0.0
-1.164034146849957e-12,0.01,2.52,428.0,990.0,509.0,53.0,428.0,106.0,15.0,0.06999999999999999,13.0,0.065,0.0,0.029999999998835847,100000.03,0.4199999999999999,1.0,-0.01,3.0,0.47500000000582077,10.0,1.2487562189054726,2.1538461538461537,200.0,33.0,-0.31,naive_symmetric,0.0,0.0
4.0743727836023425e-12,-0.02,2.995,436.0,1000.0,525.0,39.0,436.0,64.0,15.0,0.02,3.0,0.015,0.0,0.020000000004074536,100000.02,0.16000000000000017,1.0,-0.04,2.0,0.3000000000029104,2.0,1.054726368159204,0.6666666666666666,200.0,33.0,-0.08,inventory_skew,0.0,0.0
-4.074407478071862e-12,0.0,27.825,444.0,1001.0,515.0,42.0,443.0,78.0,15.0,0.02,2.0,0.01,0.0,-0.020000000004074536,99999.98,0.09999999999999987,1.0,-0.16,2.0,0.5999999999912689,9.0,1.9701492537313432,4.5,200.0,33.0,0.06,avellaneda_stoikov,0.0,0.0
1.571609509198879e-11,-0.09,2.645,429.0,988.0,518.0,41.0,429.0,90.0,1.0,0.08,15.0,0.075,0.0,0.22000000001571607,100000.22000000002,-2.2551405187698492e-17,1.0,0.19,5.0,0.7099999999918509,12.0,1.6467661691542288,1.5333333333333334,200.0,34.0,0.10999999999999999,naive_symmetric,0.0,0.0
2.4447582847031413e-11,0.049999999999999996,2.9494949494949494,419.0,968.0,506.0,43.0,418.0,99.0,8.0,0.14000000000000004,27.0,0.135,0.0,-0.12999999997555278,99999.87000000002,0.5199999999999998,1.0,-0.12,3.0,0.9849999999860302,15.0,1.36318407960199,2.259259259259259,200.0,34.0,-0.3900000000000001,inventory_skew,0.0,0.0
0.0,0.0,25.865,454.0,1000.0,516.0,30.0,453.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,34.0,0.0,avellaneda_stoikov,0.0,0.0
2.3865368015130173e-11,0.0,2.9,436.0,999.0,527.0,36.0,436.0,56.0,21.0,0.03,4.0,0.02,0.0,0.010000000023865141,100000.01000000002,-0.10000000000000023,1.0,0.12,2.0,0.6000000000058208,5.0,1.8507462686567164,1.25,200.0,35.0,0.020000000000000004,naive_symmetric,0.0,0.0
2.3865253523380758e-11,0.01,2.955,437.0,998.0,519.0,42.0,437.0,73.0,21.0,0.030000000000000002,5.0,0.025,0.0,0.010000000023865141,100000.01000000002,-0.050000000000000114,1.0,0.04,2.0,0.3000000000029104,7.0,1.0049751243781095,2.4,200.0,35.0,0.05,inventory_skew,0.0,0.0
0.0,0.0,25.985,442.0,1000.0,517.0,41.0,434.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,35.0,0.0,avellaneda_stoikov,0.0,0.0
2.6193380797678856e-11,0.01,2.57,433.0,998.0,519.0,46.0,433.0,88.0,0.0,0.04,5.0,0.025,0.0,-0.04999999997380655,99999.95000000003,0.3400000000000001,1.0,-0.72,3.0,0.47499999999126885,19.0,1.3930348258706469,4.6,200.0,36.0,0.37,naive_symmetric,0.0,0.0
9.31307808649251e-12,0.0,2.985,437.0,1002.0,524.0,41.0,437.0,72.0,0.0,0.01,1.0,0.005,0.0,0.010000000009313226,100000.01000000001,0.22000000000000014,1.0,-0.21,1.0,0.2400000000052387,0.0,0.9800995024875622,0.0,200.0,36.0,0.01,inventory_skew,0.0,0.0
0.0,0.0,26.57,450.0,1000.0,513.0,37.0,443.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,36.0,0.0,avellaneda_stoikov,0.0,0.0
5.8193450058752205e-12,-0.060000000000000005,2.673076923076923,384.0,893.0,476.0,33.0,382.0,94.0,24.0,0.15000000000000002,22.0,0.11,0.0,0.10000000000582077,100000.1,3.870000000000001,3.0,-3.4299999999999997,10.0,1.5350000000034925,11.0,5.8606965174129355,1.3181818181818181,200.0,37.0,-0.19000000000000003,naive_symmetric,0.0,0.21890547263681592
5.5296989209807634e-11,-0.009999999999999995,3.0351758793969847,416.0,971.0,514.0,41.0,412.0,112.0,31.0,0.16000000000000006,30.0,0.15,0.0,0.7000000000552973,100000.70000000006,2.8900000000000006,1.0,-0.86,10.0,2.2749999999941792,13.0,3.955223880597015,1.7,200.0,37.0,-1.1700000000000002,inventory_skew,0.0,0.004975124378109453
0.0,0.0,29.77,438.0,1000.0,516.0,46.0,432.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,37.0,0.0,avellaneda_stoikov,0.0,0.0
1.164174312506816e-11,0.020000000000000004,2.64,441.0,994.0,512.0,41.0,441.0,79.0,6.0,0.07,9.0,0.045,0.0,-0.04999999998835847,99999.95000000001,-1.6900000000000002,2.0,0.25,6.0,2.2150000000110595,11.0,3.512437810945274,2.3333333333333335,200.0,38.0,1.46,naive_symmetric,0.0,0.0
-5.238420808240107e-12,0.019999999999999997,2.99,433.0,997.0,523.0,41.0,433.0,74.0,0.0,0.04,6.0,0.03,0.0,0.00999999999476131,100000.01,-0.6900000000000002,1.0,0.1,2.0,0.8000000000029104,11.0,1.5323383084577114,3.3333333333333335,200.0,38.0,0.6399999999999999,inventory_skew,0.0,0.0
1.920855141612776e-11,-0.03,26.51,439.0,1001.0,516.0,46.0,438.0,90.0,2.0,0.02,2.0,0.01,0.0,0.13000000001920853,100000.13000000002,-0.22999999999999998,2.0,0.04,2.0,0.4349999999976717,4.0,0.5771144278606966,2.0,200.0,38.0,0.33999999999999997,avellaneda_stoikov,0.0,0.0
2.328914838756191e-12,-0.05,2.56,440.0,998.0,517.0,41.0,440.0,64.0,5.0,0.04,5.0,0.025,0.0,-0.059999999997671694,99999.94,0.6299999999999994,1.0,-0.78,3.0,0.47999999999592546,14.0,2.5771144278606966,3.6,200.0,39.0,0.13,naive_symmetric,0.0,0.0
-6.984912648277941e-12,-0.05,2.99,439.0,997.0,517.0,41.0,439.0,64.0,5.0,0.04,6.0,0.03,0.0,-0.07000000000698492,99999.93,0.5499999999999999,1.0,-0.54,3.0,0.3849999999947613,2.0,1.800995024875622,0.8333333333333334,200.0,39.0,-0.03999999999999998,inventory_skew,0.0,0.0
0.0,0.0,28.29,434.0,1000.0,523.0,43.0,428.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,39.0,0.0,avellaneda_stoikov,0.0,0.0
1.1058931548291184e-11,0.01,2.465,428.0,993.0,518.0,47.0,428.0,93.0,19.0,0.06999999999999999,10.0,0.05,0.0,-0.15999999998894054,99999.84000000001,0.6500000000000004,1.0,-1.44,5.0,0.6299999999755528,13.0,3.383084577114428,4.1,200.0,40.0,0.7000000000000002,naive_symmetric,0.0,0.0
1.1641798636219391e-12,0.04,2.855,423.0,994.0,530.0,41.0,423.0,82.0,19.0,0.049999999999999996,9.0,0.045,0.0,-0.029999999998835847,99999.97,0.31999999999999995,1.0,-0.34,2.0,0.46000000000640284,7.0,0.9353233830845771,1.3333333333333333,200.0,40.0,0.04000000000000001,inventory_skew,0.0,0.0
5.238698363996264e-12,-0.01,27.19,433.0,1002.0,529.0,40.0,430.0,75.0,19.0,0.01,1.0,0.005,0.0,-0.00999999999476131,99999.99,0.29000000000000004,1.0,-0.34,1.0,0.1300000000046566,0.0,0.9751243781094527,0.0,200.0,40.0,0.05,avellaneda_stoikov,0.0,0.0
-2.3283097672077702e-11,-0.049999999999999996,2.705,433.0,989.0,510.0,46.0,432.0,92.0,21.0,0.07999999999999999,14.0,0.07,0.0,0.09999999997671694,100000.09999999998,-0.09999999999999995,1.0,-0.1,4.0,0.8099999999976717,10.0,2.4378109452736316,2.142857142857143,200.0,41.0,0.38,naive_symmetric,0.0,0.0
-4.0745185003743245e-12,-0.03,2.965,435.0,997.0,513.0,49.0,435.0,81.0,0.0,0.04,6.0,0.03,0.0,-0.020000000004074536,99999.98,0.05,1.0,-0.14,3.0,0.5950000000011642,10.0,2.283582089552239,4.166666666666667,200.0,41.0,0.11,inventory_skew,0.0,0.0
1.1641576591614466e-11,0.03,22.25423728813559,278.0,670.0,369.0,23.0,268.0,43.0,3.0,0.01,2.0,0.01,0.0,0.20000000001164153,100000.20000000001,0.07999999999999996,0.0,0.0,1.0,0.27000000000407454,0.0,0.9054726368159204,0.0,200.0,41.0,0.13,avellaneda_stoikov,0.0,0.0
5.551115123125783e-17,0.0,2.86,447.0,1002.0,515.0,40.0,447.0,67.0,0.0,0.01,1.0,0.005,0.0,0.0,100000.0,-0.31000000000000005,1.0,0.31,1.0,0.3600000000005821,0.0,0.9900497512437811,0.0,200.0,42.0,0.01,naive_symmetric,0.0,0.0
5.551115123125783e-17,0.0,2.995,447.0,1002.0,515.0,40.0,447.0,67.0,0.0,0.01,1.0,0.005,0.0,0.0,100000.0,-0.31000000000000005,1.0,0.31,1.0,0.3600000000005821,0.0,0.9900497512437811,0.0,200.0,42.0,0.01,inventory_skew,0.0,0.0
-5.238698363996264e-12,0.0,29.495,440.0,1002.0,524.0,38.0,439.0,61.0,2.0,0.01,1.0,0.005,0.0,0.00999999999476131,100000.01,0.31000000000000005,1.0,-0.4,1.0,0.17999999999301508,0.0,0.9253731343283582,0.0,200.0,42.0,0.11,avellaneda_stoikov,0.0,0.0
8.73137673274016e-12,0.02,2.805,436.0,1000.0,518.0,46.0,436.0,78.0,6.0,0.03,3.0,0.015,0.0,-0.09999999999126885,99999.90000000001,-0.32000000000000023,1.0,0.15,3.0,0.805000000007567,11.0,2.383084577114428,3.6666666666666665,200.0,43.0,0.1,naive_symmetric,0.0,0.0
1.3970116730099846e-11,0.03,2.97,437.0,999.0,520.0,42.0,437.0,80.0,6.0,0.03,4.0,0.02,0.0,-0.10999999998603016,99999.89000000001,-0.3300000000000003,1.0,0.08,3.0,0.6599999999889405,11.0,2.054726368159204,3.5,200.0,43.0,0.17,inventory_skew,0.0,0.0
0.0,0.0,28.725,440.0,1000.0,519.0,41.0,434.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,43.0,0.0,avellaneda_stoikov,0.0,0.0
1.0477341216841296e-11,0.020000000000000004,2.565,420.0,992.0,516.0,56.0,419.0,112.0,0.0,0.05999999999999999,11.0,0.055,0.0,-0.01999999998952262,99999.98000000001,-0.14,1.0,-0.25,2.0,0.11999999999534339,2.0,0.24875621890547264,0.2727272727272727,200.0,44.0,0.43000000000000005,naive_symmetric,0.0,0.0
1.0477341216841296e-11,0.020000000000000004,2.67,420.0,992.0,516.0,56.0,419.0,112.0,0.0,0.05999999999999999,11.0,0.055,0.0,-0.01999999998952262,99999.98000000001,-0.14,1.0,-0.25,2.0,0.11999999999534339,2.0,0.24875621890547264,0.2727272727272727,200.0,44.0,0.43000000000000005,inventory_skew,0.0,0.0
8.148981489597418e-12,0.02,25.78,440.0,1002.0,520.0,42.0,431.0,80.0,0.0,0.01,1.0,0.005,0.0,0.04000000000814907,100000.04000000001,-0.24999999999999992,1.0,0.2,1.0,0.33000000000174623,0.0,0.9104477611940298,0.0,200.0,44.0,0.1,avellaneda_stoikov,0.0,0.0
-9.313133597643741e-12,0.0,2.805,440.0,1002.0,521.0,41.0,440.0,71.0,0.0,0.01,1.0,0.005,0.0,-0.010000000009313226,99999.98999999999,-0.20000000000000007,1.0,0.21,1.0,0.319999999992433,10.0,0.5373134328358209,10.0,200.0,45.0,-0.01,naive_symmetric,0.0,0.0
-9.313133597643741e-12,0.0,2.935,440.0,1002.0,521.0,41.0,440.0,71.0,0.0,0.01,1.0,0.005,0.0,-0.010000000009313226,99999.98999999999,-0.20000000000000007,1.0,0.21,1.0,0.319999999992433,10.0,0.5373134328358209,10.0,200.0,45.0,-0.01,inventory_skew,0.0,0.0
-1.1641521080463235e-12,0.01,25.39766081871345,388.0,886.0,479.0,19.0,384.0,44.0,7.0,0.01,1.0,0.005,0.0,0.029999999998835847,100000.03,-0.2,1.0,0.13,1.0,0.33999999999650754,0.0,0.8557213930348259,0.0,200.0,45.0,0.11,avellaneda_stoikov,0.0,0.0
-2.9104219034792322e-12,-0.03,2.525,436.0,997.0,509.0,52.0,436.0,90.0,10.0,0.04,6.0,0.03,0.0,-0.05000000000291038,99999.95,0.06000000000000004,1.0,0.1,2.0,0.3750000000145519,0.0,1.472636815920398,0.0,200.0,46.0,-0.17,naive_symmetric,0.0,0.0
9.313182169901069e-12,-0.05,2.875,428.0,992.0,515.0,49.0,428.0,78.0,10.0,0.04,8.0,0.04,0.0,0.010000000009313226,100000.01000000001,-0.05999999999999997,0.0,0.0,2.0,0.2950000000128057,11.0,0.48258706467661694,1.375,200.0,46.0,0.11000000000000001,inventory_skew,0.0,0.0
-8.731168565923042e-12,-0.02,28.595,437.0,998.0,527.0,34.0,437.0,61.0,0.0,0.01,2.0,0.01,0.0,0.09999999999126885,100000.09999999999,0.07,0.0,0.0,1.0,0.020000000004074536,0.0,0.03980099502487562,0.0,200.0,46.0,0.04,avellaneda_stoikov,0.0,0.0
-3.4925395908658174e-12,0.03,2.745,435.0,991.0,513.0,43.0,435.0,79.0,13.0,0.09,12.0,0.06,0.0,-0.16000000000349246,99999.84,1.6900000000000004,2.0,-1.62,7.0,1.4350000000122236,16.0,4.751243781094527,2.9166666666666665,200.0,47.0,-0.14000000000000007,naive_symmetric,0.0,0.0
1.4551887472791236e-11,-0.06999999999999999,2.77,434.0,990.0,507.0,49.0,434.0,101.0,9.0,0.06999999999999999,13.0,0.065,0.0,1.4551915228366852e-11,100000.00000000001,0.49999999999999994,1.0,-0.22,3.0,0.319999999992433,13.0,1.243781094527363,3.3076923076923075,200.0,47.0,-0.20999999999999994,inventory_skew,0.0,0.0
0.0,0.0,28.245,451.0,1000.0,508.0,41.0,441.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,47.0,0.0,avellaneda_stoikov,0.0,0.0
1.0477396727992527e-11,0.01,2.615,443.0,1000.0,519.0,38.0,443.0,67.0,0.0,0.03,3.0,0.015,0.0,-0.01999999998952262,99999.98000000001,0.49,1.0,-0.66,3.0,0.5149999999994179,2.0,2.228855721393035,1.0,200.0,48.0,0.18000000000000002,naive_symmetric,0.0,0.0
1.4551887472791236e-11,0.02,2.98,445.0,1000.0,517.0,38.0,445.0,65.0,0.0,0.02,3.0,0.015,0.0,1.4551915228366852e-11,100000.00000000001,0.13,1.0,-0.22,1.0,0.22000000000116415,12.0,0.945273631840796,6.0,200.0,48.0,0.11000000000000001,inventory_skew,0.0,0.0
-2.502931195635938e-11,-0.03,17.315068493150687,183.0,490.0,277.0,30.0,182.0,56.0,6.0,0.030000000000000002,5.0,0.025,0.0,0.019999999974970706,100000.01999999997,0.07000000000000003,1.0,0.38,1.0,0.8300000000162981,7.0,0.7611940298507462,1.8,200.0,48.0,-0.4,avellaneda_stoikov,0.0,0.0
-4.074535847609084e-12,0.02,2.85,432.0,996.0,524.0,40.0,432.0,72.0,0.0,0.02,4.0,0.02,0.0,-0.020000000004074536,99999.98,-0.28,0.0,0.0,2.0,0.2950000000128057,5.0,0.35323383084577115,2.25,200.0,49.0,0.28,naive_symmetric,0.0,0.0
-1.3387752711979672e-11,0.02,2.895,438.0,996.0,520.0,38.0,438.0,72.0,0.0,0.02,4.0,0.02,0.0,-0.030000000013387762,99999.96999999999,-0.28,0.0,0.0,2.0,0.2950000000128057,5.0,0.35323383084577115,3.0,200.0,49.0,0.27,inventory_skew,0.0,0.0
0.0,0.0,25.51,438.0,1000.0,527.0,35.0,432.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,49.0,0.0,avellaneda_stoikov,0.0,0.0
5.820954829260927e-12,-0.1,2.75,440.0,993.0,514.0,39.0,439.0,79.0,19.0,0.06,10.0,0.05,0.0,0.35000000000582077,100000.35,0.3599999999999998,1.0,0.0,4.0,0.444999999992433,5.0,2.3930348258706466,0.5,200.0,50.0,0.04999999999999999,naive_symmetric,0.0,0.0
6.402989249920665e-12,-0.09000000000000001,2.975,438.0,998.0,530.0,30.0,438.0,51.0,17.0,0.04,5.0,0.025,0.0,-0.03999999999359716,99999.96,0.2999999999999998,1.0,-0.42,3.0,0.5399999999935972,0.0,2.8656716417910446,0.0,200.0,50.0,0.12000000000000001,inventory_skew,0.0,0.0
-2.3281931937901845e-12,-0.04,30.645,439.0,1001.0,523.0,39.0,434.0,72.0,11.0,0.02,2.0,0.01,0.0,0.059999999997671694,100000.06,0.23999999999999994,1.0,-0.28,2.0,0.3600000000005821,0.0,1.935323383084577,0.0,200.0,50.0,0.12,avellaneda_stoikov,0.0,0.0
-3.492428568563355e-11,-3.469446951953614e-18,2.5107913669064748,358.0,858.0,454.0,46.0,355.0,103.0,100.0,0.15000000000000002,23.0,0.115,0.0,-0.3500000000349246,99999.64999999997,-1.3700000000000006,2.0,0.14,10.0,1.6000000000058208,13.0,7.666666666666667,1.608695652173913,200.0,51.0,1.0300000000000002,naive_symmetric,0.0,0.3034825870646766
-1.7462253865119237e-11,-1.734723475976807e-18,2.9864864864864864,375.0,884.0,470.0,39.0,373.0,78.0,31.0,0.1,15.0,0.075,0.0,-0.5500000000174623,99999.44999999998,-1.1,1.0,0.05,10.0,1.625,10.0,6.308457711442786,1.2666666666666666,200.0,51.0,0.6,inventory_skew,0.0,0.25870646766169153
2.9102414922377307e-12,0.03,29.72,439.0,1002.0,532.0,31.0,435.0,50.0,5.0,0.01,1.0,0.005,0.0,0.05000000000291038,100000.05,-0.17999999999999988,1.0,-0.03,1.0,0.17999999999301508,0.0,0.9402985074626866,0.0,200.0,51.0,0.27,avellaneda_stoikov,0.0,0.0
-4.656622309973102e-12,-0.020000000000000004,2.755,416.0,982.0,523.0,43.0,416.0,98.0,4.0,0.09000000000000001,18.0,0.09,0.0,0.11999999999534339,100000.12,-0.039999999999999945,0.0,0.0,6.0,0.5350000000034925,8.0,1.1144278606965174,2.388888888888889,200.0,52.0,0.24999999999999997,naive_symmetric,0.0,0.0
-8.148981489597418e-12,0.02,2.97,420.0,992.0,523.0,49.0,420.0,102.0,4.0,0.05999999999999999,11.0,0.055,0.0,-0.04000000000814907,99999.95999999999,-0.17000000000000012,1.0,0.14,4.0,0.5300000000133878,9.0,1.3233830845771144,2.3636363636363638,200.0,52.0,0.05000000000000001,inventory_skew,0.0,0.0
-1.0477417544674239e-11,0.0,23.715976331360945,376.0,878.0,479.0,23.0,376.0,45.0,4.0,0.01,1.0,0.005,0.0,0.01999999998952262,100000.01999999999,-0.10999999999999996,1.0,0.03,1.0,0.2900000000081491,0.0,0.8109452736318408,0.0,200.0,52.0,0.11,avellaneda_stoikov,0.0,0.0
1.6880247200035114e-11,0.02,2.865,435.0,996.0,521.0,40.0,432.0,72.0,12.0,0.04,7.0,0.035,0.0,-0.05999999998311978,99999.94000000002,-0.29000000000000004,1.0,0.14,2.0,0.25,4.0,1.0497512437810945,0.7142857142857143,200.0,53.0,0.13,naive_symmetric,0.0,0.0
